IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.232.196.47,2082,0,false,ORD,North America,Chicago,69,0.00
13.114.33.101,2095,0,false,ORD,North America,Chicago,69,0.00
13.114.229.71,2086,0,false,ORD,North America,Chicago,69,0.00
18.183.119.206,2053,0,false,ORD,North America,Chicago,69,0.00
54.249.77.109,2053,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,2083,0,false,ORD,North America,Chicago,69,0.00
54.249.77.109,2083,0,false,ORD,North America,Chicago,69,0.00
52.198.179.148,2053,0,false,ORD,North America,Chicago,69,0.00
18.181.186.154,2086,0,false,ORD,North America,Chicago,69,0.00
43.207.200.148,2096,0,false,ORD,North America,Chicago,69,0.00
52.69.2.153,2087,0,false,ORD,North America,Chicago,69,0.00
54.249.77.109,2087,0,false,ORD,North America,Chicago,69,0.00
18.183.53.0,2095,0,false,ORD,North America,Chicago,69,0.00
35.78.97.230,2087,0,false,ORD,North America,Chicago,69,0.00
54.199.236.239,8080,0,false,ORD,North America,Chicago,69,0.00
18.183.53.0,2087,0,false,ORD,North America,Chicago,69,0.00
13.230.201.238,2095,0,false,ORD,North America,Chicago,69,0.00
18.181.186.154,8443,0,false,ORD,North America,Chicago,69,0.00
52.198.179.148,443,0,false,ORD,North America,Chicago,69,0.00
18.181.244.35,2082,0,false,ORD,North America,Chicago,69,0.00
54.64.102.196,2053,0,false,ORD,North America,Chicago,69,0.00
54.199.236.239,2096,0,false,ORD,North America,Chicago,69,0.00
54.249.77.109,8443,0,false,ORD,North America,Chicago,69,0.00
54.238.44.8,2053,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,2095,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,2096,0,false,ORD,North America,Chicago,69,0.00
54.65.170.61,8880,0,false,ORD,North America,Chicago,69,0.00
54.238.44.8,2096,0,false,ORD,North America,Chicago,69,0.00
35.78.239.154,2053,0,false,ORD,North America,Chicago,69,0.00
13.114.112.160,80,0,false,ORD,North America,Chicago,69,0.00
13.114.33.101,80,0,false,ORD,North America,Chicago,69,0.00
13.114.229.71,2096,0,false,ORD,North America,Chicago,69,0.00
54.199.236.239,8443,0,false,ORD,North America,Chicago,69,0.00
54.249.77.109,80,0,false,ORD,North America,Chicago,69,0.00
18.183.119.206,2086,0,false,ORD,North America,Chicago,69,0.00
18.181.244.35,2052,0,false,ORD,North America,Chicago,69,0.00
18.181.186.154,2082,0,false,ORD,North America,Chicago,69,0.00
54.249.77.109,8880,0,false,ORD,North America,Chicago,69,0.00
54.249.77.109,2082,0,false,ORD,North America,Chicago,69,0.00
18.181.186.154,2087,0,false,ORD,North America,Chicago,69,0.00
35.78.109.235,2052,0,false,ORD,North America,Chicago,69,0.00
54.65.170.61,443,0,false,ORD,North America,Chicago,69,0.00
43.207.200.148,2083,0,false,ORD,North America,Chicago,69,0.00
35.78.109.235,8880,0,false,ORD,North America,Chicago,69,0.00
43.206.156.142,8443,0,false,ORD,North America,Chicago,69,0.00
43.207.177.83,443,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,2087,0,false,ORD,North America,Chicago,69,0.00
13.232.196.47,2095,0,false,ORD,North America,Chicago,69,0.00
54.199.236.239,2052,0,false,ORD,North America,Chicago,69,0.00
54.238.200.77,2095,0,false,ORD,North America,Chicago,69,0.00
54.64.102.196,2082,0,false,ORD,North America,Chicago,69,0.00
43.207.200.148,2087,0,false,ORD,North America,Chicago,69,0.00
54.65.170.61,2086,0,false,ORD,North America,Chicago,69,0.00
54.199.236.239,2087,0,false,ORD,North America,Chicago,69,0.00
18.183.119.206,443,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,80,0,false,ORD,North America,Chicago,69,0.00
13.114.33.101,2087,0,false,ORD,North America,Chicago,69,0.00
35.78.97.230,2053,0,false,ORD,North America,Chicago,69,0.00
18.181.186.154,2053,0,false,ORD,North America,Chicago,69,0.00
18.181.244.35,8080,0,false,ORD,North America,Chicago,69,0.00
54.238.44.8,2082,0,false,ORD,North America,Chicago,69,0.00
13.114.33.101,2083,0,false,ORD,North America,Chicago,69,0.00
35.78.97.230,2052,0,false,ORD,North America,Chicago,69,0.00
13.114.229.71,2087,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,443,0,false,ORD,North America,Chicago,69,0.00
54.64.102.196,8080,0,false,ORD,North America,Chicago,69,0.00
54.238.200.77,2053,0,false,ORD,North America,Chicago,69,0.00
13.232.121.150,8880,0,false,ORD,North America,Chicago,69,0.00
13.231.157.41,2087,0,false,ORD,North America,Chicago,69,0.00
13.114.229.71,80,0,false,ORD,North America,Chicago,69,0.00
13.230.201.238,2083,0,false,ORD,North America,Chicago,69,0.00
54.249.77.109,443,0,false,ORD,North America,Chicago,69,0.00
43.206.124.229,2096,0,false,ORD,North America,Chicago,69,0.00
3.110.153.152,80,0,false,ORD,North America,Chicago,69,0.00
54.238.204.236,2053,0,false,ORD,North America,Chicago,69,0.00
3.111.38.236,2086,0,false,ORD,North America,Chicago,69,0.00
13.114.5.142,8880,0,false,ORD,North America,Chicago,69,0.00
18.181.244.35,8880,0,false,ORD,North America,Chicago,70,0.00
43.207.43.69,8080,0,false,ORD,North America,Chicago,70,0.00
35.78.239.154,2083,0,false,ORD,North America,Chicago,70,0.00
13.114.33.101,2082,0,false,ORD,North America,Chicago,70,0.00
54.64.102.196,2086,0,false,ORD,North America,Chicago,70,0.00
54.238.44.8,8443,0,false,ORD,North America,Chicago,70,0.00
13.114.5.142,2096,0,false,ORD,North America,Chicago,70,0.00
54.238.44.8,2095,0,false,ORD,North America,Chicago,70,0.00
18.183.53.0,8080,0,false,ORD,North America,Chicago,70,0.00
18.176.35.171,2083,80,false,NRT,Asia Pacific,Tokyo,70,0.00
18.183.53.0,2083,0,false,ORD,North America,Chicago,70,0.00
3.109.206.212,2082,0,false,ORD,North America,Chicago,70,0.00
43.207.43.69,80,0,false,ORD,North America,Chicago,70,0.00
18.183.53.0,80,0,false,ORD,North America,Chicago,70,0.00
18.183.119.206,8880,0,false,ORD,North America,Chicago,70,0.00
54.249.77.109,2096,0,false,ORD,North America,Chicago,70,0.00
43.204.211.5,2087,0,false,ORD,North America,Chicago,70,0.00
54.238.200.77,2086,0,false,ORD,North America,Chicago,70,0.00
3.111.33.206,8080,0,false,ORD,North America,Chicago,70,0.00
54.238.200.77,443,0,false,ORD,North America,Chicago,70,0.00
54.64.102.196,2052,0,false,ORD,North America,Chicago,70,0.00
43.207.200.148,2095,0,false,ORD,North America,Chicago,70,0.00
54.64.102.196,8443,0,false,ORD,North America,Chicago,70,0.00
43.204.211.5,2083,0,false,ORD,North America,Chicago,70,0.00
18.181.186.154,80,0,false,ORD,North America,Chicago,70,0.00
43.207.160.143,2083,0,false,ORD,North America,Chicago,70,0.00
18.183.53.0,443,0,false,ORD,North America,Chicago,70,0.00
13.231.157.41,2082,0,false,ORD,North America,Chicago,70,0.00
13.114.5.142,443,0,false,ORD,North America,Chicago,70,0.00
18.183.119.206,2083,0,false,ORD,North America,Chicago,70,0.00
43.206.124.229,2082,0,false,ORD,North America,Chicago,70,0.00
18.183.253.20,2082,0,false,ORD,North America,Chicago,70,0.00
35.78.239.154,80,0,false,ORD,North America,Chicago,70,0.00
35.78.109.235,2087,0,false,ORD,North America,Chicago,70,0.00
35.78.239.154,8880,0,false,ORD,North America,Chicago,70,0.00
54.199.236.239,80,0,false,ORD,North America,Chicago,70,0.00
13.114.33.101,2096,0,false,ORD,North America,Chicago,70,0.00
54.238.204.236,443,0,false,ORD,North America,Chicago,70,0.00
43.204.231.165,2053,0,false,ORD,North America,Chicago,70,0.00
3.109.206.212,8880,0,false,ORD,North America,Chicago,70,0.00
18.181.244.35,2087,0,false,ORD,North America,Chicago,70,0.00
35.78.97.230,2095,0,false,ORD,North America,Chicago,70,0.00
13.200.243.2,8080,0,false,ORD,North America,Chicago,70,0.00
18.183.253.20,8080,0,false,ORD,North America,Chicago,70,0.00
43.207.177.83,8880,0,false,ORD,North America,Chicago,70,0.00
13.231.157.41,443,0,false,ORD,North America,Chicago,70,0.00
13.230.201.238,2086,0,false,ORD,North America,Chicago,70,0.00
54.249.77.109,2095,0,false,ORD,North America,Chicago,70,0.00
3.110.153.152,2096,0,false,ORD,North America,Chicago,70,0.00
18.183.253.20,8443,0,false,ORD,North America,Chicago,70,0.00
13.230.201.238,2087,0,false,ORD,North America,Chicago,70,0.00
13.114.5.142,8080,0,false,ORD,North America,Chicago,70,0.00
13.114.33.101,2052,0,false,ORD,North America,Chicago,70,0.00
13.114.5.142,2082,0,false,ORD,North America,Chicago,70,0.00
13.114.33.101,8080,0,false,ORD,North America,Chicago,70,0.00
35.78.109.235,2086,0,false,ORD,North America,Chicago,70,0.00
13.114.229.71,8443,0,false,ORD,North America,Chicago,70,0.00
52.198.179.148,2086,0,false,ORD,North America,Chicago,70,0.00
43.207.177.83,2086,0,false,ORD,North America,Chicago,70,0.00
18.183.119.206,2052,0,false,ORD,North America,Chicago,70,0.00
18.183.53.0,2086,0,false,ORD,North America,Chicago,70,0.00
43.206.124.229,2086,0,false,ORD,North America,Chicago,70,0.00
52.69.2.153,80,0,false,ORD,North America,Chicago,70,0.00
52.198.179.148,8443,0,false,ORD,North America,Chicago,70,0.00
52.196.1.182,80,0,false,ORD,North America,Chicago,70,0.00
35.78.239.154,2087,0,false,ORD,North America,Chicago,70,0.00
54.238.204.236,2083,0,false,ORD,North America,Chicago,70,0.00
43.206.124.229,2052,0,false,ORD,North America,Chicago,70,0.00
43.204.231.165,2083,0,false,ORD,North America,Chicago,70,0.00
13.231.157.41,2053,0,false,ORD,North America,Chicago,70,0.00
18.183.53.0,2052,0,false,ORD,North America,Chicago,70,0.00
52.69.2.153,8080,0,false,ORD,North America,Chicago,70,0.00
54.249.77.109,2052,0,false,ORD,North America,Chicago,70,0.00
54.249.77.109,2086,0,false,ORD,North America,Chicago,70,0.00
35.78.109.235,2053,0,false,ORD,North America,Chicago,70,0.00
52.69.2.153,2096,0,false,ORD,North America,Chicago,70,0.00
35.78.109.235,2096,0,false,ORD,North America,Chicago,70,0.00
18.183.119.206,8080,0,false,ORD,North America,Chicago,70,0.00
54.65.170.61,2052,0,false,ORD,North America,Chicago,70,0.00
18.181.244.35,2095,0,false,ORD,North America,Chicago,71,0.00
18.183.119.206,2087,0,false,ORD,North America,Chicago,71,0.00
35.78.97.230,2086,0,false,ORD,North America,Chicago,71,0.00
35.78.97.230,8443,0,false,ORD,North America,Chicago,71,0.00
35.78.97.230,8080,0,false,ORD,North America,Chicago,71,0.00
13.114.5.142,2052,0,false,ORD,North America,Chicago,71,0.00
52.69.2.153,2083,0,false,ORD,North America,Chicago,71,0.00
18.181.244.35,8443,0,false,ORD,North America,Chicago,71,0.00
52.198.179.148,2082,0,false,ORD,North America,Chicago,71,0.00
43.207.43.69,2053,0,false,ORD,North America,Chicago,71,0.00
43.207.160.143,2096,0,false,ORD,North America,Chicago,71,0.00
43.207.43.69,2096,0,false,ORD,North America,Chicago,71,0.00
43.207.177.83,2082,0,false,ORD,North America,Chicago,71,0.00
43.207.177.83,2053,0,false,ORD,North America,Chicago,71,0.00
43.206.156.142,2052,0,false,ORD,North America,Chicago,71,0.00
35.78.239.154,2082,0,false,ORD,North America,Chicago,71,0.00
52.198.179.148,2087,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,8080,0,false,ORD,North America,Chicago,71,0.00
35.78.239.154,8080,0,false,ORD,North America,Chicago,71,0.00
43.206.124.229,443,0,false,ORD,North America,Chicago,71,0.00
35.78.109.235,80,0,false,ORD,North America,Chicago,71,0.00
43.206.156.142,2095,0,false,ORD,North America,Chicago,71,0.00
35.78.109.235,2082,0,false,ORD,North America,Chicago,71,0.00
35.78.97.230,2083,0,false,ORD,North America,Chicago,71,0.00
18.181.186.154,443,0,false,ORD,North America,Chicago,71,0.00
54.238.204.236,8880,0,false,ORD,North America,Chicago,71,0.00
3.109.123.46,2083,0,false,ORD,North America,Chicago,71,0.00
43.207.200.148,2053,0,false,ORD,North America,Chicago,71,0.00
52.198.179.148,2095,0,false,ORD,North America,Chicago,71,0.00
43.207.160.143,80,0,false,ORD,North America,Chicago,71,0.00
43.206.156.142,8080,0,false,ORD,North America,Chicago,71,0.00
35.78.97.230,80,0,false,ORD,North America,Chicago,71,0.00
18.181.186.154,8880,0,false,ORD,North America,Chicago,71,0.00
43.207.200.148,443,0,false,ORD,North America,Chicago,71,0.00
52.69.2.153,8880,0,false,ORD,North America,Chicago,71,0.00
54.238.44.8,8080,0,false,ORD,North America,Chicago,71,0.00
13.232.196.47,8880,0,false,ORD,North America,Chicago,71,0.00
43.207.43.69,8880,0,false,ORD,North America,Chicago,71,0.00
13.114.33.101,443,0,false,ORD,North America,Chicago,71,0.00
43.207.177.83,2095,0,false,ORD,North America,Chicago,71,0.00
13.201.189.55,2083,0,false,ORD,North America,Chicago,71,0.00
35.78.97.230,2082,0,false,ORD,North America,Chicago,71,0.00
13.231.157.41,2095,0,false,ORD,North America,Chicago,71,0.00
43.207.160.143,2052,0,false,ORD,North America,Chicago,72,0.00
13.230.201.238,2053,0,false,ORD,North America,Chicago,72,0.00
52.69.2.153,2082,0,false,ORD,North America,Chicago,72,0.00
43.207.43.69,2095,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,8080,0,false,ORD,North America,Chicago,72,0.00
35.78.239.154,443,0,false,ORD,North America,Chicago,72,0.00
13.230.201.238,2052,0,false,ORD,North America,Chicago,72,0.00
43.207.177.83,2083,0,false,ORD,North America,Chicago,72,0.00
43.206.156.142,2082,0,false,ORD,North America,Chicago,72,0.00
43.206.124.229,8880,0,false,ORD,North America,Chicago,72,0.00
43.207.160.143,8080,0,false,ORD,North America,Chicago,72,0.00
35.78.109.235,443,0,false,ORD,North America,Chicago,72,0.00
35.78.239.154,2052,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,2082,0,false,ORD,North America,Chicago,72,0.00
43.207.43.69,2083,0,false,ORD,North America,Chicago,72,0.00
35.78.109.235,2095,0,false,ORD,North America,Chicago,72,0.00
35.78.97.230,8880,0,false,ORD,North America,Chicago,72,0.00
52.198.179.148,80,0,false,ORD,North America,Chicago,72,0.00
13.231.157.41,2083,0,false,ORD,North America,Chicago,72,0.00
43.207.160.143,2095,0,false,ORD,North America,Chicago,72,0.00
43.207.43.69,2086,0,false,ORD,North America,Chicago,72,0.00
3.110.153.152,8080,0,false,ORD,North America,Chicago,72,0.00
13.114.5.142,2082,0,false,ORD,North America,Chicago,72,0.00
3.110.50.34,8080,0,false,ORD,North America,Chicago,72,0.00
43.206.156.142,2087,0,false,ORD,North America,Chicago,72,0.00
13.208.185.242,2086,0,false,ORD,North America,Chicago,72,0.00
43.206.156.142,443,0,false,ORD,North America,Chicago,72,0.00
43.206.124.229,2053,0,false,ORD,North America,Chicago,72,0.00
43.206.124.229,8443,0,false,ORD,North America,Chicago,72,0.00
13.208.172.202,2053,0,false,ORD,North America,Chicago,72,0.00
3.35.51.228,2095,0,false,ORD,North America,Chicago,72,0.00
3.109.206.212,2086,0,false,ORD,North America,Chicago,72,0.00
13.114.229.71,8080,0,false,ORD,North America,Chicago,72,0.00
43.207.160.143,2053,0,false,ORD,North America,Chicago,72,0.00
43.207.160.143,2082,0,false,ORD,North America,Chicago,72,0.00
15.168.175.141,2082,0,false,ORD,North America,Chicago,72,0.00
43.206.124.229,2083,0,false,ORD,North America,Chicago,72,0.00
13.208.192.107,443,0,false,ORD,North America,Chicago,72,0.00
43.204.211.5,2053,0,false,ORD,North America,Chicago,72,0.00
13.235.49.64,2095,0,false,ORD,North America,Chicago,72,0.00
13.208.152.35,2082,0,false,ORD,North America,Chicago,72,0.00
15.168.37.255,8880,0,false,ORD,North America,Chicago,72,0.00
3.111.33.206,80,0,false,ORD,North America,Chicago,72,0.00
15.152.54.27,443,0,false,ORD,North America,Chicago,72,0.00
13.208.134.98,8080,0,false,ORD,North America,Chicago,72,0.00
52.69.2.153,2052,0,false,ORD,North America,Chicago,72,0.00
15.152.45.47,2095,0,false,ORD,North America,Chicago,72,0.00
13.208.42.89,2053,0,false,ORD,North America,Chicago,72,0.00
43.207.160.143,2087,0,false,ORD,North America,Chicago,72,0.00
13.208.193.35,2087,0,false,ORD,North America,Chicago,73,0.00
3.109.206.212,8443,0,false,ORD,North America,Chicago,73,0.00
43.201.70.231,2096,0,false,ORD,North America,Chicago,73,0.00
43.207.177.83,2087,0,false,ORD,North America,Chicago,73,0.00
43.207.160.143,8443,0,false,ORD,North America,Chicago,73,0.00
15.168.38.230,80,0,false,ORD,North America,Chicago,73,0.00
15.168.11.213,2086,0,false,ORD,North America,Chicago,73,0.00
3.36.97.27,8443,0,false,ORD,North America,Chicago,73,0.00
43.201.251.34,2095,0,false,ORD,North America,Chicago,73,0.00
13.208.166.172,2096,0,false,ORD,North America,Chicago,73,0.00
13.208.42.89,2096,0,false,ORD,North America,Chicago,73,0.00
13.208.42.89,2083,0,false,ORD,North America,Chicago,73,0.00
43.207.160.143,443,0,false,ORD,North America,Chicago,73,0.00
15.168.10.141,2086,0,false,ORD,North America,Chicago,73,0.00
43.207.177.83,2096,0,false,ORD,North America,Chicago,73,0.00
13.208.134.98,443,0,false,ORD,North America,Chicago,73,0.00
13.208.185.242,2052,0,false,ORD,North America,Chicago,73,0.00
3.110.50.34,2086,0,false,ORD,North America,Chicago,73,0.00
3.36.118.128,8443,0,false,ORD,North America,Chicago,73,0.00
13.208.185.242,2082,0,false,ORD,North America,Chicago,73,0.00
3.35.137.178,2086,0,false,ORD,North America,Chicago,73,0.00
43.207.200.148,80,0,false,ORD,North America,Chicago,73,0.00
13.208.246.14,8443,0,false,ORD,North America,Chicago,73,0.00
13.124.121.15,443,0,false,ORD,North America,Chicago,73,0.00
43.206.156.142,2053,0,false,ORD,North America,Chicago,73,0.00
13.208.134.98,2086,0,false,ORD,North America,Chicago,73,0.00
13.208.161.220,2086,0,false,ORD,North America,Chicago,73,0.00
3.109.206.212,2096,0,false,ORD,North America,Chicago,73,0.00
43.206.156.142,80,0,false,ORD,North America,Chicago,73,0.00
3.38.247.149,2053,0,false,ORD,North America,Chicago,73,0.00
13.124.29.222,2052,0,false,ORD,North America,Chicago,73,0.00
52.78.128.8,2082,0,false,ORD,North America,Chicago,73,0.00
3.35.137.178,80,0,false,ORD,North America,Chicago,73,0.00
43.206.124.229,80,0,false,ORD,North America,Chicago,73,0.00
43.207.43.69,2052,0,false,ORD,North America,Chicago,73,0.00
43.207.200.148,8880,0,false,ORD,North America,Chicago,73,0.00
3.39.228.20,2053,0,false,ORD,North America,Chicago,73,0.00
13.208.134.98,80,0,false,ORD,North America,Chicago,73,0.00
15.168.95.200,80,0,false,ORD,North America,Chicago,73,0.00
13.231.157.41,2096,0,false,ORD,North America,Chicago,73,0.00
52.78.159.206,2087,0,false,ORD,North America,Chicago,73,0.00
13.208.193.86,2087,0,false,ORD,North America,Chicago,73,0.00
43.203.172.237,2096,0,false,ORD,North America,Chicago,73,0.00
13.208.246.14,2052,0,false,ORD,North America,Chicago,73,0.00
13.114.229.71,2082,0,false,ORD,North America,Chicago,73,0.00
52.78.65.47,80,0,false,ORD,North America,Chicago,73,0.00
43.201.70.231,2083,0,false,ORD,North America,Chicago,73,0.00
13.124.121.15,80,0,false,ORD,North America,Chicago,73,0.00
43.201.251.34,8080,0,false,ORD,North America,Chicago,73,0.00
15.168.44.106,80,0,false,ORD,North America,Chicago,73,0.00
52.78.159.206,8443,0,false,ORD,North America,Chicago,73,0.00
43.207.43.69,8443,0,false,ORD,North America,Chicago,73,0.00
35.78.239.154,2096,0,false,ORD,North America,Chicago,73,0.00
13.114.5.142,80,0,false,ORD,North America,Chicago,73,0.00
52.78.65.47,8443,0,false,ORD,North America,Chicago,73,0.00
15.168.175.240,2087,0,false,ORD,North America,Chicago,73,0.00
43.201.58.154,2096,0,false,ORD,North America,Chicago,73,0.00
52.79.248.0,443,0,false,ORD,North America,Chicago,73,0.00
13.235.49.64,2086,0,false,ORD,North America,Chicago,74,0.00
52.79.48.6,8080,0,false,ORD,North America,Chicago,74,0.00
3.109.123.46,443,0,false,ORD,North America,Chicago,74,0.00
3.110.50.34,2052,0,false,ORD,North America,Chicago,74,0.00
43.206.156.142,2086,0,false,ORD,North America,Chicago,74,0.00
3.36.97.28,2082,0,false,ORD,North America,Chicago,74,0.00
54.238.200.77,80,0,false,ORD,North America,Chicago,74,0.00
43.207.177.83,2052,0,false,ORD,North America,Chicago,74,0.00
43.207.43.69,2087,0,false,ORD,North America,Chicago,74,0.00
43.206.156.142,2096,0,false,ORD,North America,Chicago,74,0.00
43.207.43.69,443,0,false,ORD,North America,Chicago,74,0.00
52.78.65.47,2053,0,false,ORD,North America,Chicago,74,0.00
43.207.200.148,2052,0,false,ORD,North America,Chicago,74,0.00
3.36.118.128,8080,0,false,ORD,North America,Chicago,74,0.00
